Accession,Isolate_ID,Originating_lab,Submitting_lab,Subtype
EPI807737 | 3025626218_290952_v1_4,EPIISL229356,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,BVic
EPI807339 | 3000479403_N8K8H5LA_v1_4,EPIISL229305,"Uganda Virus Research Institute (UVRI), National Influenza Center",Centers for Disease Control and Prevention,BVic
EPI807299 | 3000479396_N8K8H5KB_v1_4,EPIISL229300,"Uganda Virus Research Institute (UVRI), National Influenza Center",Centers for Disease Control and Prevention,BVic
EPI807219 | 3000479015_N8K8H43E_v1_4,EPIISL229290,Laboratorio de Investigacion / Centro de Educacion Medica y Amistad Dominico Japones (CEMADOJA),Centers for Disease Control and Prevention,BVic
EPI784885 | B/Singapore/INFEN-16-0192/2016.4,EPIISL226533,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI784869 | B/Singapore/INFGP-16-0756/2016.4,EPIISL226531,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI784524 | B/Singapore/INFGP-16-0980/2016.4,EPIISL226485,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI784515 | B/Singapore/INFGP-16-0887/2016.4,EPIISL226484,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI784441 | B/Singapore/INFKK-16-0590/2016.4,EPIISL226475,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI780198 | MS-b-moscow-16-2016haM,EPIISL225844,Ivanovsky Research Institute of Virology RAMS,Crick Worldwide Influenza Centre,BVic
EPI777863 | 2016-CX1526.4,EPIISL225376,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI777845 | 2016-CX1519.4,EPIISL225370,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI777839 | 2016-CX1517.4,EPIISL225368,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI777564 | 3025627353_ZZYPODKE_v1_4,EPIISL225299,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,BVic
EPI777524 | 3025627325_ZZYPODIY_v1_4,EPIISL225294,Connecticut Department. of Public Health,Centers for Disease Control and Prevention,BVic
EPI777516 | 3025627324_ZZYPODIX_v1_4,EPIISL225293,Connecticut Department. of Public Health,Centers for Disease Control and Prevention,BVic
EPI777460 | 3025627316_ZZYPODIQ_v1_4,EPIISL225286,Connecticut Department. of Public Health,Centers for Disease Control and Prevention,BVic
EPI777406 | 3025627278_ZZYPODGC_v1_4,EPIISL225279,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI777374 | 3025627270_ZZYPODG4_v1_4,EPIISL225275,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI777351 | 3025627262_ZZYPODDZ_v1_4,EPIISL225272,New York State Department of Health,Centers for Disease Control and Prevention,BVic
EPI776745 | 3025626641_291322_v1_4,EPIISL225195,New York City Department of Health,Centers for Disease Control and Prevention,BVic
EPI776641 | 3025626337_290602_v1_4,EPIISL225182,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,BVic
EPI773357 | MS-b-milano-145-2016haM,EPIISL224403,Istituto Superiore di Sanità,Crick Worldwide Influenza Centre,BVic
EPI773345 | MS-b-georgia-1089-2016haA,EPIISL224397,National Centre for Disease Control and Public Health,Crick Worldwide Influenza Centre,BVic
EPI773333 | MS-b-egypt-105-2016haM,EPIISL224391,VACSERA,Crick Worldwide Influenza Centre,BVic
EPI773331 | MS-b-czech_rep-121-2016haM,EPIISL224390,National Institute of Public Health,Crick Worldwide Influenza Centre,BVic
EPI773329 | MS-b-czech_rep-120-2016haM,EPIISL224389,National Institute of Public Health,Crick Worldwide Influenza Centre,BVic
EPI773327 | MS-b-czech_rep-119-2016haM,EPIISL224388,National Institute of Public Health,Crick Worldwide Influenza Centre,BVic
EPI772720 | B/Lorraine/2330/2016_HA,EPIISL224253,,Institut Pasteur,BVic
EPI772710 | B/Franche_Comte/2233/2016_HA,EPIISL224248,,Institut Pasteur,BVic
EPI772684 | B/Alsace/942/2016_HA,EPIISL224238,,Institut Pasteur,BVic
EPI770511 | B/Netherlands/2308/2016|HA|,EPIISL223900,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),BVic
EPI770505 | B/Netherlands/2298/2016|HA|,EPIISL223897,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),BVic
EPI770497 | B/Netherlands/1527/2016|HA|,EPIISL223893,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),BVic
EPI770495 | B/Netherlands/1514/2016|HA|,EPIISL223892,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),BVic
EPI769951 | 3025627336_ZZYPODJO_v1_4,EPIISL223752,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI769704 | MS-b-jordan-4203-2016haA,EPIISL223711,Laboratory Directorate,Crick Worldwide Influenza Centre,BVic
EPI769686 | MS-b-egypt-1764-2016haJ,EPIISL223702,Ministry of Health and Population,Crick Worldwide Influenza Centre,BVic
EPI769648 | MS-b-bucuresti-194978-2016haM,EPIISL223683,Cantacuzino Institute,Crick Worldwide Influenza Centre,BVic
EPI768991 | 2016-CX0567.4,EPIISL223485,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768985 | 2016-CX0569.4,EPIISL223483,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768982 | 2016-CX0571.4,EPIISL223482,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768898 | 2016-CX0903.4,EPIISL223454,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768883 | 2016-CX0908.4,EPIISL223449,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768862 | 2016-CX0915.4,EPIISL223442,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768856 | 2016-CX0917.4,EPIISL223440,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768832 | 2016-CX0925.4,EPIISL223432,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768829 | 2016-CX0926.4,EPIISL223431,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768823 | 2016-CX0930.4,EPIISL223429,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768814 | 2016-CX0933.4,EPIISL223426,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768811 | 2016-CX0934.4,EPIISL223425,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768802 | 2016-CX0937.4,EPIISL223422,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768796 | 2016-CX0939.4,EPIISL223420,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768793 | 2016-CX0940.4,EPIISL223419,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768778 | 2016-CX0945.4,EPIISL223414,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768775 | 2016-CX0946.4,EPIISL223413,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768754 | 2016-CX0953.4,EPIISL223406,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768706 | 2016-CX0971.4,EPIISL223390,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI768694 | 2016-CX0975.4,EPIISL223386,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI767164 | B/TOKYO/EH23/2016_MDCK0+1_HA,EPIISL223136,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),BVic
EPI766921 | 3025627097_ZZYPOCIG_v1_4,EPIISL223053,Mississippi Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI766855 | 3025627028_ZZYPOBW3_v1_4,EPIISL223044,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,BVic
EPI766767 | 3025626999_ZZYPOBTH_v1_4,EPIISL223031,Illinois Department of Public Health-Chicago,Centers for Disease Control and Prevention,BVic
EPI766691 | 3025626950_ZZYPOBPE_v1_4,EPIISL223020,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,BVic
EPI766668 | 3025626936_ZZYPOBMY_v1_4,EPIISL223017,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI766583 | 3025626873_ZZYPOAZ6_v1_4,EPIISL223006,Washington State Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI766553 | 3025626847_ZZYPOAYO_v1_4,EPIISL223002,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,BVic
EPI766271 | 3025626719_ZZYPOAD8_v1_4,EPIISL222966,Vermont Department of Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI766255 | 3025626714_ZZYPOAD3_v1_4,EPIISL222964,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,BVic
EPI766139 | 3025626654_ZZYPOA6R_v1_4,EPIISL222949,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,BVic
EPI765882 | 3025625982_289669_v1_4,EPIISL222915,New Mexico Department of Health,Centers for Disease Control and Prevention,BVic
EPI765676 | 3025625441_288452_v1_4,EPIISL222889,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI765580 | 3000478130_290701_v1_4,EPIISL222877,Instituto Adolfo Lutz,Centers for Disease Control and Prevention,BVic
EPI765559 | 3000478081_290314_v1_4,EPIISL222874,National Center for Laboratory and Epidemiology,Centers for Disease Control and Prevention,BVic
EPI765527 | 3000478076_290309_v1_4,EPIISL222870,National Center for Laboratory and Epidemiology,Centers for Disease Control and Prevention,BVic
EPI765480 | 3000478067_290300_v1_4,EPIISL222864,National Center for Laboratory and Epidemiology,Centers for Disease Control and Prevention,BVic
EPI765152 | 16S0578,EPIISL222805,National Centre for Scientific Services for Virology  and Vector Borne Diseases,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI764503 | HA_16NSA69_T4116,EPIISL222524,,Robert-Koch-Institute,BVic
EPI764496 | HA_16NSA64_T3973,EPIISL222517,,Robert-Koch-Institute,BVic
EPI763899 | 3025626486_ZZYPO9FJ_v1_4,EPIISL222383,New Hampshire Public Health Laboratories,Centers for Disease Control and Prevention,BVic
EPI763791 | 3025626428_ZZYPO99S_v1_4,EPIISL222369,North Dakota Department of Health,Centers for Disease Control and Prevention,BVic
EPI763683 | 3025626347_ZZYPO8JK_v1_4,EPIISL222354,Vermont Department of Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI763675 | 3025626346_ZZYPO8JI_v1_4,EPIISL222353,Vermont Department of Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI763543 | 3025626235_ZZYPO8B7_v1_4,EPIISL222336,South Carolina Department of Health,Centers for Disease Control and Prevention,BVic
EPI763454 | 3025626017_289771_v1_4,EPIISL222324,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,BVic
EPI762126 | B/Netherlands/2536/2016|HA|,EPIISL222126,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),BVic
EPI762124 | B/Netherlands/2534/2016|HA|,EPIISL222125,National Institute for Public Health and the Environment (RIVM),National Institute for Public Health and the Environment (RIVM),BVic
EPI760445 | B/Franche_Comte/2028/2016_HA,EPIISL221804,,Institut Pasteur,BVic
EPI760441 | B/Paris/1963/2016_HA,EPIISL221802,,Institut Pasteur,BVic
EPI760313 | B/KANAGAWA/AC35/2016_MDCK0+1_HA,EPIISL221778,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),BVic
EPI760311 | B/KANAGAWA/IC42/2016_MDCK0+1_HA,EPIISL221777,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),BVic
EPI760301 | B/KANAGAWA/AC26/2016_MDCK0+1_HA,EPIISL221772,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),BVic
EPI759954 | B/Laos/F0620/2016_MDCK1+1_HA,EPIISL221697,Ministry of Health Laos,National Institute of Infectious Diseases (NIID),BVic
EPI759952 | B/Laos/F0619/2016_MDCK1+1_HA,EPIISL221696,Ministry of Health Laos,National Institute of Infectious Diseases (NIID),BVic
EPI759950 | B/Laos/F0510/2016_MDCK1+1_HA,EPIISL221695,Ministry of Health Laos,National Institute of Infectious Diseases (NIID),BVic
EPI759946 | B/Laos/F0418/2016_MDCK1+1_HA,EPIISL221693,Ministry of Health Laos,National Institute of Infectious Diseases (NIID),BVic
EPI759934 | B/Laos/F450/2015_MDCK1+1_HA,EPIISL221687,Ministry of Health Laos,National Institute of Infectious Diseases (NIID),BVic
EPI759930 | B/Laos/F388/2015_MDCK2+1_HA,EPIISL221685,Ministry of Health Laos,National Institute of Infectious Diseases (NIID),BVic
EPI759926 | B/KANAGAWA/2/2016_MDCK2+1_HA,EPIISL221683,Kanagawa Prefectural Institute of Public Health,National Institute of Infectious Diseases (NIID),BVic
EPI755635 | 3025626290_ZZYPO8GA_v1_4,EPIISL220827,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,BVic
EPI755627 | 3025626289_ZZYPO8G9_v1_4,EPIISL220826,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,BVic
EPI755536 | 3025626240_ZZYPO8BG_v1_4,EPIISL220814,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,BVic
EPI755450 | 3025626163_ZZYPO7PP_v1_4,EPIISL220803,Houston Department of Health and Human Services,Centers for Disease Control and Prevention,BVic
EPI754957 | 3025625891_ZZYPO6M5_v1_4,EPIISL220740,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI754736 | 3025625811_ZZYPO6AA_v1_4,EPIISL220710,ADPH Bureau of Clinical Laboratories,Centers for Disease Control and Prevention,BVic
EPI754698 | 3025625795_ZZYPO686_v1_4,EPIISL220705,South Carolina Department of Health,Centers for Disease Control and Prevention,BVic
EPI754469 | 3025625422_288187_v1_4,EPIISL220676,Connecticut Department. of Public Health,Centers for Disease Control and Prevention,BVic
EPI754012 | 3000477719_288303_v1_4,EPIISL220618,Laboratorio de Virus Respiratorio,Centers for Disease Control and Prevention,BVic
EPI753967 | 3000416555_288086_v1_4,EPIISL220612,"University of Virginia, Medical Labs/Microbiology",Centers for Disease Control and Prevention,BVic
EPI753377 | infl_16-06666NGS_HBVic,EPIISL220473,,Swedish Institute for Infectious Disease Control,BVic
EPI753361 | infl_16-06662NGS_HBVic,EPIISL220471,,Swedish Institute for Infectious Disease Control,BVic
EPI753126 | infl_16-04604NGS_HBVic,EPIISL220441,,Swedish Institute for Infectious Disease Control,BVic
EPI748384 | B/Centre/1882/2016_HA,EPIISL219360,,Institut Pasteur,BVic
EPI746426 | 15S1700,EPIISL219042,Institut Pasteur New Caledonia,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI746372 | B/Pays_de_Loire/1615/2016_HA,EPIISL219015,,Institut Pasteur,BVic
EPI746354 | B/Lorraine/1445/2016_HA,EPIISL219006,,Institut Pasteur,BVic
EPI745901 | HA_16NSA43_T3511,EPIISL218859,,Robert-Koch-Institute,BVic
EPI745893 | HA_16NRW54_T3419,EPIISL218851,,Robert-Koch-Institute,BVic
EPI745891 | HA_16HES21_T3405,EPIISL218849,,Robert-Koch-Institute,BVic
EPI745886 | HA_16NSA34_T3244,EPIISL218844,,Robert-Koch-Institute,BVic
EPI745883 | HA_16HAM11_T3194,EPIISL218841,,Robert-Koch-Institute,BVic
EPI745874 | HA_16BWB49_T2951,EPIISL218832,,Robert-Koch-Institute,BVic
EPI745868 | HA_16MVP3_T2818,EPIISL218826,,Robert-Koch-Institute,BVic
EPI745856 | HA_16NSA14_T2535,EPIISL218814,,Robert-Koch-Institute,BVic
EPI745852 | HA_16THR49_T2483,EPIISL218810,,Robert-Koch-Institute,BVic
EPI745170 | 3000415761_283891_v1_4,EPIISL218680,National Center for Laboratory and Epidemiology,Centers for Disease Control and Prevention,BVic
EPI745099 | 3025625604_ZZYPO4S1_v1_4,EPIISL218671,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,BVic
EPI744927 | MS-b-salfeet-25-2016haM,EPIISL218643,Central Public Health Laboratory,Crick Worldwide Influenza Centre,BVic
EPI744893 | MS-b-catalonia-8514s-2016haJ,EPIISL218626,"Barcelona, Facultad de Medicina",Crick Worldwide Influenza Centre,BVic
EPI740462 | B/ISHIKAWA/20/2016_MDCK1_HA,EPIISL217905,Ishikawa Prefectural Institute of Public Health and Environmental Science,National Institute of Infectious Diseases (NIID),BVic
EPI740438 | B/KANAGAWA/IC21/2016_MDCK0+1_HA,EPIISL217893,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),BVic
EPI740436 | B/KANAGAWA/IC20/2016_MDCK0+1_HA,EPIISL217892,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),BVic
EPI740430 | B/KANAGAWA/IC15/2016_MDCK0+1_HA,EPIISL217889,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),BVic
EPI740418 | B/WAKAYAMA/5/2016_MDCK1+1_HA,EPIISL217883,Wakayama Prefectural Research Center of Environment and Public Health,National Institute of Infectious Diseases (NIID),BVic
EPI740416 | B/KUMAMOTO/1/2016_MDCK2+1_HA,EPIISL217882,Kumamoto Prefectural Institute of Public Health and Environmental Science,National Institute of Infectious Diseases (NIID),BVic
EPI740311 | 3025625734_ZZYPO5MZ_v1_4,EPIISL217867,UPMC-CLB Dept of Microbiology,Centers for Disease Control and Prevention,BVic
EPI740189 | 3025625650_ZZYPO5FH_v1_4,EPIISL217851,Oregon Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI739909 | 3025625485_ZZYPO4LO_v1_4,EPIISL217815,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI739699 | 3025625378_288217_v1_4,EPIISL217788,Delaware Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI739248 | 3025625131_ZZYPO2U7_v1_4,EPIISL217730,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI739158 | 3025625118_287040_v1_4,EPIISL217718,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI738999 | 3025625080_287099_v1_4,EPIISL217697,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,BVic
EPI738793 | 3025624992_286580_v1_4,EPIISL217670,Oregon Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI738645 | 3025624954_286544_v1_4,EPIISL217650,Washington State Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI738595 | 3025624934_ZZYPO20D_v1_4,EPIISL217643,University of Michigan SPH EPID,Centers for Disease Control and Prevention,BVic
EPI738590 | 3025624932_ZZYPO20B_v1_4,EPIISL217642,Arkansas Department of Health,Centers for Disease Control and Prevention,BVic
EPI738334 | 3025624728_285911_v1_4,EPIISL217608,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI738197 | 3025624552_285474_v1_4,EPIISL217589,Kentucky Division of Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI737913 | 3000416710_287702_v1_4,EPIISL217553,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,BVic
EPI734310 | B/KANAGAWA/IC17/2016_MDCK0+1_HA,EPIISL216570,National Institute of Infectious Diseases (NIID),National Institute of Infectious Diseases (NIID),BVic
EPI734025 | B/Alsace/1128/2016_HA,EPIISL216491,,Institut Pasteur,BVic
EPI733999 | B/Bourgogne/820/2016_HA,EPIISL216482,,Institut Pasteur,BVic
EPI733996 | B/Paris/809/2016_HA,EPIISL216481,,Institut Pasteur,BVic
EPI733987 | B/Basse_Normandie/740/2016_HA,EPIISL216478,,Institut Pasteur,BVic
EPI733972 | B/Paris/620/2016_HA,EPIISL216473,,Institut Pasteur,BVic
EPI733488 | B/Nord_Pas_de_Calais/338/2016_HA,EPIISL216344,,Institut Pasteur,BVic
EPI733478 | B/Paris/175/2016_HA,EPIISL216339,,Institut Pasteur,BVic
EPI733476 | B/Paris/144/2016_HA,EPIISL216338,,Institut Pasteur,BVic
EPI733474 | B/Champagne_Ardenne/130/2016_HA,EPIISL216337,,Institut Pasteur,BVic
EPI730788 | infl_16-04076NGS_HBVic,EPIISL215750,,Swedish Institute for Infectious Disease Control,BVic
EPI730780 | infl_16-04074NGS_HBVic,EPIISL215749,,Swedish Institute for Infectious Disease Control,BVic
EPI730755 | infl_16-03908NGS_HBVic,EPIISL215745,,Swedish Institute for Infectious Disease Control,BVic
EPI724649 | B/Dolj/193667/2016,EPIISL214819,Cantacuzino Institute,Cantacuzino Institute,BVic
EPI722426 | B/Paris/415/2016,EPIISL214486,Institut Pasteur,Institut Pasteur,BVic
EPI721824 | B/Paris/257/2016,EPIISL214379,Institut Pasteur,Institut Pasteur,BVic
EPI721373 | 3025624806_286184_v1_4,EPIISL214291,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,BVic
EPI721357 | 3025624800_286185_v1_4,EPIISL214289,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,BVic
EPI721333 | 3025624792_286161_v1_4,EPIISL214286,Kentucky Division of Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI718637 | B/Nord Pas de Calais/155/2016,EPIISL213862,Institut Pasteur,Institut Pasteur,BVic
EPI718606 | B/Bretagne/2597/2015,EPIISL213851,Institut Pasteur,Institut Pasteur,BVic
EPI718092 | B/Singapore/GP1796/2015.4,EPIISL213687,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI718080 | B/Singapore/KK875/2015.4,EPIISL213681,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI718068 | B/Singapore/EN632/2015.4,EPIISL213675,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI718056 | B/Singapore/KK830/2015.4,EPIISL213669,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI718010 | B/Singapore/GP895/2015.4,EPIISL213646,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI717996 | B/Singapore/GP753/2015.4,EPIISL213639,"Ministry of Health, Singapore","Ministry of Health, Singapore",BVic
EPI717534 | MS-b-moldova-46-03-2016haJ,EPIISL213320,National Centre for Preventive Medicine,Crick Worldwide Influenza Centre,BVic
EPI715069 | 3025624743_285937_v1_4,EPIISL212947,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI714725 | 3025624597_285467_v1_4,EPIISL212904,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,BVic
EPI714661 | 3025624556_285458_v1_4,EPIISL212896,Kentucky Division of Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI714073 | 3000411401_282406_v1_4,EPIISL212815,Oswaldo Cruz Institute - FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS),Centers for Disease Control and Prevention,BVic
EPI713694 | 2016-CX0280.4,EPIISL212685,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI713685 | 2016-CX0277.4,EPIISL212682,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI713402 | 2016-CX0273.4,EPIISL212614,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI713288 | 2016-CX0276.4,EPIISL212576,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI712318 | HA_16BRE2_T1443,EPIISL212312,,Robert-Koch-Institute,BVic
EPI709826 | B/YAMAGUCHI/1/2016_MDCK1+1_HA,EPIISL211796,Yamaguchi Prefectural Institute of Public Health and Environment,National Institute of Infectious Diseases (NIID),BVic
EPI709084 | HA_16NRW3_T1314,EPIISL211664,,Robert-Koch-Institute,BVic
EPI709083 | HA_16NRW2_T1313,EPIISL211663,,Robert-Koch-Institute,BVic
EPI708874 | 3025624496_284938_v1_4,EPIISL211612,Oregon Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI708715 | 3025624360_283667_v1_4,EPIISL211592,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI708669 | 3000416677_284025_v1_4,EPIISL211586,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,BVic
EPI706641 | B/TOKYO/15387/2015_MDCK1_HA,EPIISL210367,Tokyo Metropolitan Institute of Public Health,National Institute of Infectious Diseases (NIID),BVic
EPI700886 | 3025624436_284186_v1_4,EPIISL208499,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI700878 | 3025624429_284210_v1_4,EPIISL208498,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI700190 | HA_16NRW1_T1028,EPIISL208362,,Robert-Koch-Institute,BVic
EPI699493 | b-israel-q-503-2015haD,EPIISL208153,Central Virology Laboratory Israel (NIC),Crick Worldwide Influenza Centre,BVic
EPI697561 | 2015-CX0926.HA,EPIISL207856,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI697303 | 2016-CX0001.HA,EPIISL207763,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI694981 | 3000411510_282949_v1_4,EPIISL207243,Instituto Adolfo Lutz,Centers for Disease Control and Prevention,BVic
EPI694287 | B/Rennes/2548/2015,EPIISL207105,Institut Pasteur,Institut Pasteur,BVic
EPI694279 | AB/Rennes/2547/2015,EPIISL207104,Institut Pasteur,Institut Pasteur,BVic
EPI693158 | 3025624348_283817_v1_4,EPIISL206960,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,BVic
EPI693077 | B/Sao Paulo/9-10819/2015,EPIISL206950,Instituto Adolfo Lutz,Instituto Adolfo Lutz,BVic
EPI686362 | 3025624277_282583_v1_4,EPIISL205680,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI686342 | 3025624258_281873_v1_4,EPIISL205677,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI680518 | B/Distrito Federal/80287/2015,EPIISL203643,Instituto Adolfo Lutz,Instituto Adolfo Lutz,BVic
EPI679851 | B/SHIZUOKA/30/2015_MDCK1+1_HA,EPIISL203512,Shizuoka Institute of Environment and Hygiene,National Institute of Infectious Diseases (NIID),BVic
EPI675768 | NIPH2015-2720.4,EPIISL202552,"Oslo University Hospital, Ulleval Hospital, Dept. of Microbiology",Norwegian Institute of Public Health,BVic
EPI675758 | NIPH2015-2684.4,EPIISL202542,,Norwegian Institute of Public Health,BVic
EPI675619 | 15S3235,EPIISL202474,Royal Darwin Hospital,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI674607 | B/Sao Paulo/70230/2015,EPIISL202324,Instituto Adolfo Lutz,Instituto Adolfo Lutz,BVic
EPI674603 | B/Kaliningrad/RII14/2015,EPIISL202319,,WHO National Influenza Centre Russian Federation,BVic
EPI662236 | 3000412895_274468_v1_4,EPIISL199486,Departamento de Laboratorio de Salud Publica,Centers for Disease Control and Prevention,BVic
EPI644143 | 3000412915_273348_v1_4,EPIISL195912,Laboratorio de Virus Respiratorio,Centers for Disease Control and Prevention,BVic
EPI641986 | 3000385712_271443_v1_4,EPIISL195490,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI641930 | 3000385597_270323_v1_4,EPIISL195482,New Mexico Department of Health,Centers for Disease Control and Prevention,BVic
EPI638850 | B/NAGASAKI/68/2015_MDCK1+1_HA,EPIISL194924,Nagasaki Prefectural Institute for Environment Research and Public Health,National Institute of Infectious Diseases (NIID),BVic
EPI638820 | B/KANAGAWA/18/2015_MDCK2+1_HA,EPIISL194909,Kanagawa Prefectural Institute of Public Health,National Institute of Infectious Diseases (NIID),BVic
